pr_number,pr_head_commit,commit_hash,pr_description,commit_message,diff_text,reverted,revert_type,first_commit_files,first_commit_lines,first_commit_snaps,pr_total_commits,pr_final_files,pr_final_lines
1127,577890ec9a7f5e42d99beda0b3dde672a95c11d3,dc9d0503220775b25c3c73e28fb657afd8d0f188,"## What/Why/How?

(description edited by @lornajane as the idea takes shape!)

The goal is to add linting support for AsyncAPI files to Redocly. Initially this will be partial AsyncAPI v2.6.0 support, and feedback is very welcome.

Progress:

- [x] Channel bindings
- [x] Server bindings
- [x] Operation bindings
- [x] Message bindings
- [x] Configurable rules
- [x] Documentation

Examples of AsyncAPI files can be found in the AsyncAPI project: https://github.com/asyncapi/spec/tree/master/examples

## Reference

Fixes #1126 

## Testing

## Screenshots (optional)

## Check yourself

- [ ] Code is linted
- [ ] Tested with redoc/reference-docs/workflows
- [ ] All new/updated code is covered with tests

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","chore: fix tests and rename majorSpecVersion->getMajorSpecVersion
","diff --git a/packages/core/src/config/__tests__/config.test.ts b/packages/core/src/config/__tests__/config.test.ts
index 63cfdcf..3f39866 100644
--- a/packages/core/src/config/__tests__/config.test.ts
+++ b/packages/core/src/config/__tests__/config.test.ts
@@ -117,6 +117,7 @@ describe('getMergedConfig', () => {
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
           ""decorators"": Object {
+            ""async2"": Object {},
             ""oas2"": Object {},
             ""oas3_0"": Object {},
             ""oas3_1"": Object {},
@@ -127,6 +128,7 @@ describe('getMergedConfig', () => {
           ""pluginPaths"": Array [],
           ""plugins"": Array [],
           ""preprocessors"": Object {
+            ""async2"": Object {},
             ""oas2"": Object {},
             ""oas3_0"": Object {},
             ""oas3_1"": Object {},
@@ -140,6 +142,9 @@ describe('getMergedConfig', () => {
           },
           ""recommendedFallback"": false,
           ""rules"": Object {
+            ""async2"": Object {
+              ""operation-summary"": ""warn"",
+            },
             ""oas2"": Object {
               ""operation-summary"": ""warn"",
             },
@@ -217,6 +222,7 @@ describe('getMergedConfig', () => {
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
           ""decorators"": Object {
+            ""async2"": Object {},
             ""oas2"": Object {},
             ""oas3_0"": Object {},
             ""oas3_1"": Object {},
@@ -227,6 +233,7 @@ describe('getMergedConfig', () => {
           ""pluginPaths"": Array [],
           ""plugins"": Array [],
           ""preprocessors"": Object {
+            ""async2"": Object {},
             ""oas2"": Object {},
             ""oas3_0"": Object {},
             ""oas3_1"": Object {},
@@ -242,6 +249,10 @@ describe('getMergedConfig', () => {
           },
           ""recommendedFallback"": false,
           ""rules"": Object {
+            ""async2"": Object {
+              ""no-empty-servers"": ""error"",
+              ""operation-summary"": ""error"",
+            },
             ""oas2"": Object {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
",0,,8,63,1,40,54,5331
1308,6114bd98683194d3f3d35a59ea164a2c0ab1f554,1d3244f2b3b1ed1fe2cfadee07d55de08182de72,"## What/Why/How?

When adding rules, we have to export them from [index files](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-f277132551c50a77a6ebd53914aa50dc43d628d8675938b5769cc7a3eab1f0c1R56), add into our [predefined rulesets](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-f197d2a38d8cd9f2d09464deb9747226062f3ad06e30c0e77fcb6f8138f31719R3), and list in the [config validation file (redocly-yaml.ts)](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-2528117ea3cbe25dfbfd0583c9b11ba7baa7ef347184dfba32a73ec486aa1a5e). Currently they are not completely in sync with each other. Introducing strict typing helps to fix the discrepancies.

However, TS v4 works inconsistently, so I updated it to v5. This caused update/installation of several other packages (including Jest and ESLint). 

> [!NOTE] 
Most of the updated test files are merely a clean-up after upgrading to Jest v29. Exceptions are: [load.test.ts](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-79f56024a65109d10c766475e388ab5e6f998bc4a3697af2f03a9dcf0f8a6a56R175), [config-resolvers.test.ts.snap](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-d32d701bdd9d26b88498888c8c1c010798b3f526f1ee1609a4d44eb9fd2dcf99R1) and [this snapshot](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-d07667a6aabcd49c1059ea8906e66de4fee9049d6e308d25d0750afbd8ed99b8).



Nothing should change for users.

**Open questions:** 
- ~Should the previously omitted rules use severity '**off**' or '**error**' in the [**all**](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-b4ab3024ec27a1473c25552e3747d9a56224631682812b8bdd180c3affeb0c74R42) ruleset?~ -> 'error'
- Are we going to create a separate **async2** section in our rulesets like we have for exclusive OAS2/3 rules? (See [here](https://github.com/Redocly/redocly-cli/pull/1308/files#diff-f197d2a38d8cd9f2d09464deb9747226062f3ad06e30c0e77fcb6f8138f31719R3)). cc @lornajane 



## Reference

## Testing

## Screenshots (optional)

## Check yourself

- [x] Code is linted
- [ ] Tested with redoc/reference-docs/workflows (internal)
- [ ] All new/updated code is covered with tests

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","chore: update typescript to v5 and synchronize preidefined rulesets through strict typing
","diff --git a/packages/core/src/config/__tests__/config.test.ts b/packages/core/src/config/__tests__/config.test.ts
index 3f39866..7cea7c7 100644
--- a/packages/core/src/config/__tests__/config.test.ts
+++ b/packages/core/src/config/__tests__/config.test.ts
@@ -69,95 +69,95 @@ describe('getMergedConfig', () => {
   it('should get styleguide defined in ""apis"" section', () => {
     expect(getMergedConfig(testConfig, 'test@v1')).toMatchInlineSnapshot(`
       Config {
-        ""apis"": Object {
-          ""test@v1"": Object {
+        ""apis"": {
+          ""test@v1"": {
             ""root"": ""resources/pets.yaml"",
-            ""styleguide"": Object {
-              ""rules"": Object {
+            ""styleguide"": {
+              ""rules"": {
                 ""operation-summary"": ""warn"",
               },
             },
           },
         },
         ""configFile"": ""redocly.yaml"",
-        ""files"": Array [],
+        ""files"": [],
         ""organization"": ""redocly-test"",
-        ""rawConfig"": Object {
-          ""apis"": Object {
-            ""test@v1"": Object {
+        ""rawConfig"": {
+          ""apis"": {
+            ""test@v1"": {
               ""root"": ""resources/pets.yaml"",
-              ""styleguide"": Object {
-                ""rules"": Object {
+              ""styleguide"": {
+                ""rules"": {
                   ""operation-summary"": ""warn"",
                 },
               },
             },
           },
-          ""files"": Array [],
+          ""files"": [],
           ""organization"": ""redocly-test"",
-          ""styleguide"": Object {
-            ""extendPaths"": Array [],
-            ""pluginPaths"": Array [],
-            ""rules"": Object {
+          ""styleguide"": {
+            ""extendPaths"": [],
+            ""pluginPaths"": [],
+            ""rules"": {
               ""operation-summary"": ""warn"",
             },
           },
           ""telemetry"": ""on"",
-          ""theme"": Object {},
+          ""theme"": {},
         },
         ""region"": undefined,
-        ""resolve"": Object {
-          ""http"": Object {
+        ""resolve"": {
+          ""http"": {
             ""customFetch"": undefined,
-            ""headers"": Array [],
+            ""headers"": [],
           },
         },
         ""styleguide"": StyleguideConfig {
           ""_usedRules"": Set {},
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
-          ""decorators"": Object {
-            ""async2"": Object {},
-            ""oas2"": Object {},
-            ""oas3_0"": Object {},
-            ""oas3_1"": Object {},
+          ""decorators"": {
+            ""async2"": {},
+            ""oas2"": {},
+            ""oas3_0"": {},
+            ""oas3_1"": {},
           },
           ""doNotResolveExamples"": false,
-          ""extendPaths"": Array [],
-          ""ignore"": Object {},
-          ""pluginPaths"": Array [],
-          ""plugins"": Array [],
-          ""preprocessors"": Object {
-            ""async2"": Object {},
-            ""oas2"": Object {},
-            ""oas3_0"": Object {},
-            ""oas3_1"": Object {},
+          ""extendPaths"": [],
+          ""ignore"": {},
+          ""pluginPaths"": [],
+          ""plugins"": [],
+          ""preprocessors"": {
+            ""async2"": {},
+            ""oas2"": {},
+            ""oas3_0"": {},
+            ""oas3_1"": {},
           },
-          ""rawConfig"": Object {
-            ""extendPaths"": Array [],
-            ""pluginPaths"": Array [],
-            ""rules"": Object {
+          ""rawConfig"": {
+            ""extendPaths"": [],
+            ""pluginPaths"": [],
+            ""rules"": {
               ""operation-summary"": ""warn"",
             },
           },
           ""recommendedFallback"": false,
-          ""rules"": Object {
-            ""async2"": Object {
+          ""rules"": {
+            ""async2"": {
               ""operation-summary"": ""warn"",
             },
-            ""oas2"": Object {
+            ""oas2"": {
               ""operation-summary"": ""warn"",
             },
-            ""oas3_0"": Object {
+            ""oas3_0"": {
               ""operation-summary"": ""warn"",
             },
-            ""oas3_1"": Object {
+            ""oas3_1"": {
               ""operation-summary"": ""warn"",
             },
           },
         },
         ""telemetry"": ""on"",
-        ""theme"": Object {},
+        ""theme"": {},
       }
     `);
   });
@@ -172,103 +172,103 @@ describe('getMergedConfig', () => {
   it('should handle wrong alias - return the same styleguide, empty features', () => {
     expect(getMergedConfig(testConfig, 'wrong-alias')).toMatchInlineSnapshot(`
       Config {
-        ""apis"": Object {
-          ""test@v1"": Object {
+        ""apis"": {
+          ""test@v1"": {
             ""root"": ""resources/pets.yaml"",
-            ""styleguide"": Object {
-              ""rules"": Object {
+            ""styleguide"": {
+              ""rules"": {
                 ""operation-summary"": ""warn"",
               },
             },
           },
         },
         ""configFile"": ""redocly.yaml"",
-        ""files"": Array [],
+        ""files"": [],
         ""organization"": ""redocly-test"",
-        ""rawConfig"": Object {
-          ""apis"": Object {
-            ""test@v1"": Object {
+        ""rawConfig"": {
+          ""apis"": {
+            ""test@v1"": {
               ""root"": ""resources/pets.yaml"",
-              ""styleguide"": Object {
-                ""rules"": Object {
+              ""styleguide"": {
+                ""rules"": {
                   ""operation-summary"": ""warn"",
                 },
               },
             },
           },
-          ""files"": Array [],
+          ""files"": [],
           ""organization"": ""redocly-test"",
-          ""styleguide"": Object {
-            ""extendPaths"": Array [],
-            ""pluginPaths"": Array [],
-            ""plugins"": Array [],
-            ""rules"": Object {
+          ""styleguide"": {
+            ""extendPaths"": [],
+            ""pluginPaths"": [],
+            ""plugins"": [],
+            ""rules"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
             },
           },
           ""telemetry"": ""on"",
-          ""theme"": Object {},
+          ""theme"": {},
         },
         ""region"": undefined,
-        ""resolve"": Object {
-          ""http"": Object {
+        ""resolve"": {
+          ""http"": {
             ""customFetch"": undefined,
-            ""headers"": Array [],
+            ""headers"": [],
           },
         },
         ""styleguide"": StyleguideConfig {
           ""_usedRules"": Set {},
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
-          ""decorators"": Object {
-            ""async2"": Object {},
-            ""oas2"": Object {},
-            ""oas3_0"": Object {},
-            ""oas3_1"": Object {},
+          ""decorators"": {
+            ""async2"": {},
+            ""oas2"": {},
+            ""oas3_0"": {},
+            ""oas3_1"": {},
           },
           ""doNotResolveExamples"": false,
-          ""extendPaths"": Array [],
-          ""ignore"": Object {},
-          ""pluginPaths"": Array [],
-          ""plugins"": Array [],
-          ""preprocessors"": Object {
-            ""async2"": Object {},
-            ""oas2"": Object {},
-            ""oas3_0"": Object {},
-            ""oas3_1"": Object {},
+          ""extendPaths"": [],
+          ""ignore"": {},
+          ""pluginPaths"": [],
+          ""plugins"": [],
+          ""preprocessors"": {
+            ""async2"": {},
+            ""oas2"": {},
+            ""oas3_0"": {},
+            ""oas3_1"": {},
           },
-          ""rawConfig"": Object {
-            ""extendPaths"": Array [],
-            ""pluginPaths"": Array [],
-            ""plugins"": Array [],
-            ""rules"": Object {
+          ""rawConfig"": {
+            ""extendPaths"": [],
+            ""pluginPaths"": [],
+            ""plugins"": [],
+            ""rules"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
             },
           },
           ""recommendedFallback"": false,
-          ""rules"": Object {
-            ""async2"": Object {
+          ""rules"": {
+            ""async2"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
             },
-            ""oas2"": Object {
+            ""oas2"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
             },
-            ""oas3_0"": Object {
+            ""oas3_0"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
             },
-            ""oas3_1"": Object {
+            ""oas3_1"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
             },
           },
         },
         ""telemetry"": ""on"",
-        ""theme"": Object {},
+        ""theme"": {},
       }
     `);
   });
",0,,83,11721,2,5,85,11794
1311,87fd36ad9e384f9c738b482424cb8801c6ec94ed,760372fe6a58b3b73e085f4f3cc1db867dba7ad8,"## What/Why/How?

Adding new `recommended-strict` ruleset (the same as `recommended`, but with errors instead of warnings), so users rely on a maintained strict ruleset.

Also fixed a couple of discrepancies while updating tests/docs.

## Reference

Closes https://github.com/Redocly/redocly-cli/issues/1290

Also related to:
https://github.com/Redocly/redocly-cli/issues/747
https://github.com/Redocly/redocly-cli/issues/976
https://github.com/Redocly/redocly-cli/issues/1277


## Testing

## Screenshots (optional)

## Check yourself

- [x] Code is linted
- [x] Tested with redoc/reference-docs/workflows (internal)
- [x] All new/updated code is covered with tests

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","feat: add built-in recommeded-strict ruleset
","diff --git a/packages/core/src/config/__tests__/config-resolvers.test.ts b/packages/core/src/config/__tests__/config-resolvers.test.ts
index cc67a2e..75680e6 100644
--- a/packages/core/src/config/__tests__/config-resolvers.test.ts
+++ b/packages/core/src/config/__tests__/config-resolvers.test.ts
@@ -1,9 +1,11 @@
 import { colorize } from '../../logger';
 import { Asserts, asserts } from '../../rules/common/assertions/asserts';
 import { resolveStyleguideConfig, resolveApis, resolveConfig } from '../config-resolvers';
+import recommended from '../recommended';
+
 const path = require('path');
 
-import type { StyleguideRawConfig, RawConfig } from '../types';
+import type { StyleguideRawConfig, RawConfig, PluginStyleguideConfig } from '../types';
 
 const configPath = path.join(__dirname, 'fixtures/resolve-config/redocly.yaml');
 const baseStyleguideConfig: StyleguideRawConfig = {
@@ -220,6 +222,33 @@ describe('resolveStyleguideConfig', () => {
     ]);
     expect(styleguide.pluginPaths!.map(removeAbsolutePath)).toEqual([]);
   });
+  it('should resolve `recommended-strict` ruleset correctly', async () => {
+    const expectedStrict = JSON.parse(
+      JSON.stringify(recommended)
+    ) as PluginStyleguideConfig<'built-in'>;
+    for (const section of Object.values(expectedStrict)) {
+      for (let ruleName in section as any) {
+        // @ts-ignore
+        if (section[ruleName] === 'warn') {
+          // @ts-ignore
+          section[ruleName] = 'error';
+        }
+        // @ts-ignore
+        if (section[ruleName]?.severity === 'warn') {
+          // @ts-ignore
+          section[ruleName].severity = 'error';
+        }
+      }
+    }
+    const recommendedStrictPreset = JSON.parse(
+      JSON.stringify(
+        await resolveStyleguideConfig({
+          styleguideConfig: { extends: ['recommended-strict'] },
+        })
+      )
+    );
+    expect(recommendedStrictPreset).toMatchObject(expectedStrict);
+  });
 });
 
 describe('resolveApis', () => {
",0,,6,158,1,3,14,180
1601,54bce5573eab6fbd560b13e57beff2e8ca44c266,9e020fbf80093898eef09ef87a688ffa866930f0,"## What/Why/How?

Add Arazzo validation to the `lint` cli command.
Now it is possible to lint Arazzo description file by running `redocly lint museum.yaml`

## Reference

## Testing

## Screenshots (optional)

## Check yourself

- [x] Code changed? - Tested with redoc/reference-docs/workflows (internal)
- [x] All new/updated code is covered with tests
- [ ] New package installed? - Tested in different environments (browser/node)

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","feat: lint arazzo test descriptions
","diff --git a/packages/core/src/config/__tests__/config.test.ts b/packages/core/src/config/__tests__/config.test.ts
index 7cea7c7..a83f6b0 100644
--- a/packages/core/src/config/__tests__/config.test.ts
+++ b/packages/core/src/config/__tests__/config.test.ts
@@ -117,6 +117,7 @@ describe('getMergedConfig', () => {
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
           ""decorators"": {
+            ""arazzo"": {},
             ""async2"": {},
             ""oas2"": {},
             ""oas3_0"": {},
@@ -128,6 +129,7 @@ describe('getMergedConfig', () => {
           ""pluginPaths"": [],
           ""plugins"": [],
           ""preprocessors"": {
+            ""arazzo"": {},
             ""async2"": {},
             ""oas2"": {},
             ""oas3_0"": {},
@@ -142,6 +144,7 @@ describe('getMergedConfig', () => {
           },
           ""recommendedFallback"": false,
           ""rules"": {
+            ""arazzo"": {},
             ""async2"": {
               ""operation-summary"": ""warn"",
             },
@@ -222,6 +225,7 @@ describe('getMergedConfig', () => {
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
           ""decorators"": {
+            ""arazzo"": {},
             ""async2"": {},
             ""oas2"": {},
             ""oas3_0"": {},
@@ -233,6 +237,7 @@ describe('getMergedConfig', () => {
           ""pluginPaths"": [],
           ""plugins"": [],
           ""preprocessors"": {
+            ""arazzo"": {},
             ""async2"": {},
             ""oas2"": {},
             ""oas3_0"": {},
@@ -249,6 +254,7 @@ describe('getMergedConfig', () => {
           },
           ""recommendedFallback"": false,
           ""rules"": {
+            ""arazzo"": {},
             ""async2"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
",0,,112,1131,2,9,46,1076
1656,5289b8c8b98e2f61e96089390995d43b47d4b361,ffa4c80698c94607e4fb919f5715e3deb5f52cdb,"## What/Why/How?

- Remap Arazzo JSON schema to our internal type 
- Add Spot rule sample
- Change makeConfig test util

## Reference

## Testing

## Screenshots (optional)

## Check yourself

- [ ] Code changed? - Tested with redoc/reference-docs/workflows (internal)
- [x] All new/updated code is covered with tests
- [ ] New package installed? - Tested in different environments (browser/node)

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","feat: remap arazzo schema to our internal type
",,0,,80,2212,1,7,81,2225
1778,2449b026165fffc73f437c49f6d5433c16dcf7a1,6a11e642064ad18bd79449dfdb112a235c8a5f1b,"## What/Why/How?

Fixes https://github.com/Redocly/redocly-cli/issues/1765

The original bug was introduced in https://github.com/Redocly/redocly-cli/pull/1747

## Reference

## Testing

## Screenshots (optional)

## Check yourself

- [ ] Code changed? - Tested with redoc/reference-docs/workflows (internal)
- [x] All new/updated code is covered with tests
- [ ] New package installed? - Tested in different environments (browser/node)

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","fix: do not try resolving exteranlValues used as property names
","diff --git a/packages/core/src/__tests__/bundle.test.ts b/packages/core/src/__tests__/bundle.test.ts
index a56c8f0..e5a7848 100644
--- a/packages/core/src/__tests__/bundle.test.ts
+++ b/packages/core/src/__tests__/bundle.test.ts
@@ -256,6 +256,15 @@ describe('bundle', () => {
     expect(problems).toHaveLength(0);
     expect(parsed).toEqual(origCopy);
   });
+
+  it('should bundle schemas with properties named $ref and externalValues correctly', async () => {
+    const { bundle: res, problems } = await bundle({
+      config: new Config({} as ResolvedConfig),
+      ref: path.join(__dirname, 'fixtures/refs/openapi-with-special-names-in-props.yaml'),
+    });
+    expect(problems).toHaveLength(0);
+    expect(res.parsed).toMatchSnapshot();
+  });
 });
 
 describe('bundleFromString', () => {
",0,,5,74,1,3,6,80
1800,ed6bcfab926a19ad04baf8083148ec65b980a785,87808de1f54e2d8666f95a55d3d3b0f6ae1faecc,"## What/Why/How?

- Refactoring rules structure.
- Add separate Arazzo ruleset.
- Update docs structure for rules.
- Removed the `type:none` sourceDescriptions Arazzo extension.
- Add additional lint rule for sourceDescriptions:


sourceDescriptions | [Source Description Object] | REQUIRED. A list of source descriptions (such as an OpenAPI description) this Arazzo Description SHALL apply to. The list MUST have at least one entry.
-- | -- | --

TODO: 

- [x] - add docs redirects [#1514](https://github.com/Redocly/marketing-site-portal/pull/1514)

## Reference

https://github.com/Redocly/redocly/issues/11343

## Testing

chore(all): dummy pr to test new cli and core [#12281](https://github.com/Redocly/redocly/pull/12281)

## Screenshots (optional)

## Check yourself

- [x] Code changed? - Tested with redoc/reference-docs/workflows (internal)
- [x] All new/updated code is covered with tests
- [ ] New package installed? - Tested in different environments (browser/node)

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","feat: add separate arazzo rule-set
","diff --git a/packages/core/src/config/__tests__/config-resolvers.test.ts b/packages/core/src/config/__tests__/config-resolvers.test.ts
index 9a33df8..456fb69 100644
--- a/packages/core/src/config/__tests__/config-resolvers.test.ts
+++ b/packages/core/src/config/__tests__/config-resolvers.test.ts
@@ -389,11 +389,23 @@ describe('resolveStyleguideConfig', () => {
 
 describe('resolveApis', () => {
   it('should resolve apis styleguideConfig and merge minimal extends', async () => {
+    const baseStyleguideConfig: StyleguideRawConfig = {
+      oas3_1Rules: {
+        'operation-2xx-response': 'error',
+      },
+    };
+    const mergedStyleguidePreset = resolveStyleguideConfig({
+      styleguideConfig: { ...baseStyleguideConfig, extends: ['minimal'] },
+    });
     const rawConfig: RawConfig = {
       apis: {
         petstore: {
           root: 'some/path',
-          styleguide: {},
+          styleguide: {
+            oas3_1Rules: {
+              'operation-2xx-response': 'error',
+            },
+          },
         },
       },
       styleguide: {
@@ -401,7 +413,7 @@ describe('resolveApis', () => {
       },
     };
     const apisResult = await resolveApis({ rawConfig });
-    expect(apisResult['petstore'].styleguide).toEqual(await minimalStyleguidePreset);
+    expect(apisResult['petstore'].styleguide).toEqual(await mergedStyleguidePreset);
   });
 
   it('should not merge recommended extends by default by every level', async () => {

diff --git a/packages/core/src/config/__tests__/config.test.ts b/packages/core/src/config/__tests__/config.test.ts
index 650787f..9d3193c 100644
--- a/packages/core/src/config/__tests__/config.test.ts
+++ b/packages/core/src/config/__tests__/config.test.ts
@@ -117,7 +117,7 @@ describe('getMergedConfig', () => {
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
           ""decorators"": {
-            ""arazzo"": {},
+            ""arazzo1"": {},
             ""async2"": {},
             ""async3"": {},
             ""oas2"": {},
@@ -130,7 +130,7 @@ describe('getMergedConfig', () => {
           ""pluginPaths"": [],
           ""plugins"": [],
           ""preprocessors"": {
-            ""arazzo"": {},
+            ""arazzo1"": {},
             ""async2"": {},
             ""async3"": {},
             ""oas2"": {},
@@ -146,7 +146,9 @@ describe('getMergedConfig', () => {
           },
           ""recommendedFallback"": false,
           ""rules"": {
-            ""arazzo"": {},
+            ""arazzo1"": {
+              ""operation-summary"": ""warn"",
+            },
             ""async2"": {
               ""operation-summary"": ""warn"",
             },
@@ -230,7 +232,7 @@ describe('getMergedConfig', () => {
           ""_usedVersions"": Set {},
           ""configFile"": ""redocly.yaml"",
           ""decorators"": {
-            ""arazzo"": {},
+            ""arazzo1"": {},
             ""async2"": {},
             ""async3"": {},
             ""oas2"": {},
@@ -243,7 +245,7 @@ describe('getMergedConfig', () => {
           ""pluginPaths"": [],
           ""plugins"": [],
           ""preprocessors"": {
-            ""arazzo"": {},
+            ""arazzo1"": {},
             ""async2"": {},
             ""async3"": {},
             ""oas2"": {},
@@ -261,7 +263,10 @@ describe('getMergedConfig', () => {
           },
           ""recommendedFallback"": false,
           ""rules"": {
-            ""arazzo"": {},
+            ""arazzo1"": {
+              ""no-empty-servers"": ""error"",
+              ""operation-summary"": ""error"",
+            },
             ""async2"": {
               ""no-empty-servers"": ""error"",
               ""operation-summary"": ""error"",
",0,,217,13581,2,11,164,2789
1898,7abbfe2469095a4c47240dc1acd595ba500e278f,7abbfe2469095a4c47240dc1acd595ba500e278f,"## What/Why/How?

Added support for linting, preprocessors, decorators, and type extensions for Overlay v1 documents.

## Reference

depends on #1775 

## Testing

## Screenshots (optional)

## Check yourself

- [ ] Code changed? - Tested with redoc/reference-docs/workflows (internal)
- [x] All new/updated code is covered with tests
- [ ] New package installed? - Tested in different environments (browser/node)

## Security

- [x] Security impact of change has been considered
- [x] Code follows company security practices and guidelines
","feat: add support for Overlay v1 documents

* linting
* preprocessors
* decorators
* type extensions
","diff --git a/packages/core/src/config/__tests__/config.test.ts b/packages/core/src/config/__tests__/config.test.ts
index 9d3193c..8901c40 100644
--- a/packages/core/src/config/__tests__/config.test.ts
+++ b/packages/core/src/config/__tests__/config.test.ts
@@ -123,6 +123,7 @@ describe('getMergedConfig', () => {
             ""oas2"": {},
             ""oas3_0"": {},
             ""oas3_1"": {},
+            ""overlay1"": {},
           },
           ""doNotResolveExamples"": false,
           ""extendPaths"": [],
@@ -136,6 +137,7 @@ describe('getMergedConfig', () => {
             ""oas2"": {},
             ""oas3_0"": {},
             ""oas3_1"": {},
+            ""overlay1"": {},
           },
           ""rawConfig"": {
             ""extendPaths"": [],
@@ -164,6 +166,9 @@ describe('getMergedConfig', () => {
             ""oas3_1"": {
               ""operation-summary"": ""warn"",
             },
+            ""overlay1"": {
+              ""operation-summary"": ""warn"",
+            },
           },
         },
         ""telemetry"": ""on"",
@@ -238,6 +243,7 @@ describe('getMergedConfig', () => {
             ""oas2"": {},
             ""oas3_0"": {},
             ""oas3_1"": {},
+            ""overlay1"": {},
           },
           ""doNotResolveExamples"": false,
           ""extendPaths"": [],
@@ -251,6 +257,7 @@ describe('getMergedConfig', () => {
             ""oas2"": {},
             ""oas3_0"": {},
             ""oas3_1"": {},
+            ""overlay1"": {},
           },
           ""rawConfig"": {
             ""extendPaths"": [],
